Zip Code,CITY
95920,BUTTE CITY
95922,CAMPTONVILLE
95923,CANYONDAM
95924,CEDAR RIDGE
95925,CHALLENGE
95926,CHICO
95927,CHICO
95928,CHICO
95929,CHICO
95930,CLIPPER MILLS
95931,COLLEGE CITY
95932,COLUSA
95934,CRESCENT MILLS
95935,DOBBINS
95936,DOWNIEVILLE
95937,DUNNIGAN
95938,DURHAM
95939,ELK CREEK
95940,FEATHER FALLS
95941,FORBESTOWN
95942,FOREST RANCH
95943,GLENN
95944,GOODYEARS BAR
95945,GRASS VALLEY
95946,PENN VALLEY
95947,GREENVILLE
95948,GRIDLEY
95949,GRASS VALLEY
95950,GRIMES
95951,HAMILTON CITY
95953,LIVE OAK
95954,MAGALIA
95955,MAXWELL
95956,MEADOW VALLEY
95957,MERIDIAN
95958,NELSON
95959,NEVADA CITY
95960,NORTH SAN JUAN
95961,OLIVEHURST
95962,OREGON HOUSE
95963,ORLAND
95965,OROVILLE
95966,OROVILLE
95967,PARADISE
95968,PALERMO
95969,PARADISE
95970,PRINCETON
95971,QUINCY
95972,RACKERBY
95973,CHICO
95974,RICHVALE
95975,ROUGH AND READY
95976,CHICO
95977,SMARTVILLE
95978,STIRLING CITY
95979,STONYFORD
95980,STORRIE
95981,STRAWBERRY VALLEY
95982,SUTTER
95983,TAYLORSVILLE
95984,TWAIN
95986,WASHINGTON
95987,WILLIAMS
95988,WILLOWS
95991,YUBA CITY
95992,YUBA CITY
95993,YUBA CITY
96001,REDDING
96002,REDDING
96003,REDDING
96006,ADIN
96007,ANDERSON
96008,BELLA VISTA
96009,BIEBER
96010,BIG BAR
96011,BIG BEND
96013,BURNEY
96014,CALLAHAN
96015,CANBY
96016,CASSEL
96017,CASTELLA
96019,SHASTA LAKE
96020,CHESTER
96021,CORNING
96022,COTTONWOOD
96023,DORRIS
96024,DOUGLAS CITY
96025,DUNSMUIR
96027,ETNA
96028,FALL RIVER MILLS
96029,FLOURNOY
96031,FORKS OF SALMON
96032,FORT JONES
96033,FRENCH GULCH
96034,GAZELLE
96035,GERBER
96037,GREENVIEW
96038,GRENADA
96039,HAPPY CAMP
96040,HAT CREEK
96041,HAYFORK
96044,HORNBROOK
96046,HYAMPOM
96047,IGO
96048,JUNCTION CITY
96049,REDDING
96050,KLAMATH RIVER
96051,LAKEHEAD
96052,LEWISTON
96054,LOOKOUT
96055,LOS MOLINOS
96056,MCARTHUR
96057,MCCLOUD
96058,MACDOEL
96059,MANTON
96061,MILL CREEK
96062,MILLVILLE
96063,MINERAL
96064,MONTAGUE
96065,MONTGOMERY CREEK
96067,MOUNT SHASTA
96068,NUBIEBER
96069,OAK RUN
96070,OBRIEN
96071,OLD STATION
96073,PALO CEDRO
96074,PASKENTA
96075,PAYNES CREEK
96076,PLATINA
96078,PROBERTA
96079,SHASTA LAKE
96080,RED BLUFF
96084,ROUND MOUNTAIN
96085,SCOTT BAR
96086,SEIAD VALLEY
96087,SHASTA
96088,SHINGLETOWN
96089,SHASTA LAKE
96090,TEHAMA
96091,TRINITY CENTER
96092,VINA
96093,WEAVERVILLE
96094,WEED
96095,WHISKEYTOWN
96096,WHITMORE
96097,YREKA
96099,REDDING
96101,ALTURAS
96103,BLAIRSDEN-GRAEAGLE
96104,CEDARVILLE
96105,CHILCOOT
96106,CLIO
96107,COLEVILLE
96108,DAVIS CREEK
96109,DOYLE
96110,EAGLEVILLE
96111,FLORISTON
96112,FORT BIDWELL
96113,HERLONG
96114,JANESVILLE
96115,LAKE CITY
96116,LIKELY
96117,LITCHFIELD
96118,LOYALTON
96119,MADELINE
96120,MARKLEEVILLE
96121,MILFORD
96122,PORTOLA
96123,RAVENDALE
96124,CALPINE
96125,SIERRA CITY
96126,SIERRAVILLE
96127,SUSANVILLE
96128,STANDISH
96129,BECKWOURTH
96130,SUSANVILLE
96132,TERMO
96133,TOPAZ
96134,TULELAKE
96135,VINTON
96136,WENDEL
96137,WESTWOOD
96140,CARNELIAN BAY
96141,HOMEWOOD
96142,TAHOMA
96143,KINGS BEACH
96145,TAHOE CITY
96146,OLYMPIC VALLEY
96148,TAHOE VISTA
96150,SOUTH LAKE TAHOE
96151,SOUTH LAKE TAHOE
96152,SOUTH LAKE TAHOE
96154,SOUTH LAKE TAHOE
96155,SOUTH LAKE TAHOE
96156,SOUTH LAKE TAHOE
96157,SOUTH LAKE TAHOE
96158,SOUTH LAKE TAHOE
96160,TRUCKEE
96161,TRUCKEE
96162,TRUCKEE
